United States,USA,"Population, female",SP.POP.TOTL.FE.IN,104076122,105443973,106604253,107643874,108655509,109771934,110880498,112077291,113350788,114675212,115822943,116977168,118084774,119144238,120160657,121228156,122374325,123510043,124677136,125885861,127314146,128993474,130735361,132392823,133942111,135465255,136974478,138561200,140117226,141669463,143190463,144552310,145840225,147043924,148361957,149693614,151110004,152526919,153952230,155280807,156551423,157681176,158813852,159877330,161017913,162149165,163233094,,,47
United States,USA,"Population, male",SP.POP.TOTL.MA.IN,100975878,102217027,103291747,104265126,105198491,106201066,107154502,108161709,109234212,110379788,111402057,112488832,113579226,114647762,115664343,116695844,117758675,118778957,119821864,120933139,122308854,123987526,125778639,127526177,129183889,130812745,132419522,134095800,135736774,137370537,138971948,140416645,141784968,143064009,144443341,145822985,147269908,148704288,150141736,151490722,152796770,153982182,155184527,156327578,157545543,158747453,159894419,,,47
United States,USA,"Population, total",SP.POP.TOTL,205052000,207661000,209896000,211909000,213854000,215973000,218035000,220239000,222585000,225055000,227225000,229466000,231664000,233792000,235825000,237924000,240133000,242289000,244499000,246819000,249623000,252981000,256514000,259919000,263126000,266278000,269394000,272657000,275854000,279040000,282162411,284968955,287625193,290107933,292805298,295516599,298379912,301231207,304093966,306771529,309348193,311663358,313998379,316204908,318563456,320896618,323127513,,,47
United States,USA,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,47
United States,USA,Theoretical duration of pre-primary education (years),UIS.THDUR.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,47
United States,USA,Theoretical duration of primary education (years),SE.PRM.DURS,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,,,47
United States,USA,Theoretical duration of secondary education (years),SE.SEC.DURS,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,,,47
United States,USA,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,47
United States,USA,"Enrolment in primary education, both sexes (number)",SE.PRM.ENRL,,22037000,21676000,21873000,21201000,20613000,20213000,19825000,19554000,19169000,20681000,20420000,20609000,20166000,19840000,19869000,20214000,20595000,,,22279000,22429000,,22976240,23212276,23823662,24045968,,24691432,24937932,24973176,25297600,24855480,24848518,24559494,24454602,24319032,24492040,24676574,24586434,24393002,24431662,24381924,24417652,24538372,24785698,,,,41
United States,USA,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,,88.49246979,88.01554108,90.27851105,89.40389252,89.23706818,90.10591888,90.35359955,90.82428741,90.45075226,98.84832001,98.69754791,100.6820297,99.29606628,98.13123322,98.35027313,99.81535339,100.8256302,,,105.162117,104.4173126,,102.9622269,102.4447937,103.8801727,103.9190979,,103.9386292,103.573082,102.5235672,102.9981003,100.5940704,100.5753937,100.0040283,100.7020874,101.5988464,102.7861023,103.3816299,102.3355179,100.6018219,99.89647675,99.56440735,99.42176819,99.53204346,100.1470413,,,,41
United States,USA,"Enrolment in secondary education, both sexes (number)",SE.SEC.ENRL,,20593000,21161000,,21591000,21656000,21680000,21619000,21394000,19558000,22301000,21585000,21829000,21369000,21368000,20747000,20633000,20435000,,,19276000,19270000,,20516146,21055472,21122632,21473692,,22239320,22444832,22593562,23087042,23196310,23854458,24185786,24431934,24552316,24731028,24692888,24524564,24192786,24214304,24122436,24095460,24229776,,,,,39
United States,USA,"Enrolment in secondary general, both sexes (number)",SE.SEC.ENRL.GC,,20593000,21161000,,21591000,21656000,21680000,21619000,21394000,19558000,22301000,21585000,21829000,21369000,21368000,20747000,20633000,20435000,,,19276000,19270000,,20516146,21055472,21122632,21473692,,22239320,22444832,22593562,23087042,23196310,23854458,24185786,24431934,24552316,24731028,24692888,24524564,24192786,24214304,24122436,24095460,24229776,,,,,39
United States,USA,"Enrolment in Grade 1 of lower secondary general education, both sexes (number)",UIS.E.2.GPV.G1.T,,7315000,7491000,,3841000,3808000,3729000,3690000,3518000,2971000,3617000,3475000,3651000,3727000,3824000,3357000,3374000,3289000,,,3441000,3464000,,,3710273,3884751,3901288,,,4017773,4026876,4126993,4148964,4290454,4275981,4245760,4186099,4142389,4121281,4087139,4012716,4034780,4044743,4086913.25,4085972,,,,,37
United States,USA,"Enrolment in Grade 1 of primary education, both sexes (number)",UIS.E.1.G1,,3810000,,,3366000,3316000,3409000,3504000,3446000,3173000,3318000,3235000,3334000,3463000,3481000,3542000,3645000,3780000,,,4067000,4007000,,3895031,3984735,4178144,4253908,,,4321500,4260584,4190544,4120495,4118020,4091625,4134518,4142387,4204502,4354403,4139007,4137961,4133980,4133616,4149401.75,4235243,,,,,37
United States,USA,"Enrolment in Grade 2 of primary education, both sexes (number)",UIS.E.1.G2,,3651000,,,3317000,3220000,3191000,3245000,3342000,3268000,3343000,3161000,3284000,3153000,3231000,3311000,3458000,3499000,,,3830000,3806000,,3960310,3906132,3990696,4056108,,,4242932,4133797,4190361,4076569,4064916,4005648,4014072,4041535,4076612,4124741,4127356,4033022,4064881,4065492,4078981.5,4133009,,,,,37
United States,USA,"Enrolment in Grade 3 of primary education, both sexes (number)",UIS.E.1.G3,,3665000,,,3467000,3286000,3205000,3143000,3203000,3267000,3494000,3341000,3331000,3204000,3258000,3186000,3318000,3460000,,,3752000,3759000,,3826013,3891500,3974472,3977402,,,4241474,4262386,4245273,4124749,4110587,4064614,4026014,4012677,4070302,4085402,4146487,4081115,4047348,4051424,4063902.25,4075452,,,,,37
United States,USA,"Enrolment in Grade 4 of primary education, both sexes (number)",UIS.E.1.G4,,3677000,,,3642000,3466000,3290000,3183000,3125000,3157000,3600000,3442000,3478000,3356000,3246000,3178000,3226000,3306000,,,3672000,3694000,,3754125,3893634,3939456,3941477,,,4113644,4172703,4240937,4155307,4142490,4061243,4046008,3993127,4013128,4039538,4070211,4081837,4069919,4012634,4042316.75,4038385,,,,,37
United States,USA,"Enrolment in Grade 5 of primary education, both sexes (number)",UIS.E.1.G5,,3636000,,,3676000,3637000,3460000,3281000,3168000,3157000,3542000,3732000,3562000,3343000,3349000,3321000,3217000,3353000,,,3530000,3632000,,3707285,3732619,3864524,3929243,,,4019905,4102475,4250551,4169958,4169929,4122590,4065066,4044420,4019527,4014155,4051074,4027709,4072836,4041415,4017553.75,4028753,,,,,37
United States,USA,"Enrolment in Grade 6 of primary education, both sexes (number)",UIS.E.1.G6,,3598000,,,3733000,3688000,3658000,3469000,3270000,3147000,3384000,3509000,3620000,3647000,3275000,3331000,3350000,3197000,,,3429000,3531000,,3833476,3803656,3876370,3887829,,,3998476,4041231,4179933,4208402,4242577,4213773,4168925,4084887,4107970,4058335,4052300,4031358,4042699,4077342,4065496.75,4027529,,,,,37
United States,USA,"Enrolment in pre-primary education, private institutions, both sexes (number)",UIS.E.02.PR,,1300000,1300000,,1400000,,1702000,1600000,1600000,1700000,1600000,1840000,1941000,,,,2231000,2352000,2333887,2307770,2481135,2744000,,1811397,1924787,2847369,2922551,,2902073,2454400,2486364,,3420002,2876221,2982645,2827707,2686387,2656110,2534291,2451510,3935587,4035421,3940526,3617589.926,3587772,,,,,36
United States,USA,"Enrolment in pre-primary education, both sexes (number)",SE.PRE.ENRL,,4300000,4148000,,4400000,,5141000,5016000,4800000,4800000,4800000,5163000,5219000,5452000,5711000,5838000,6306000,6515000,6604923,6596341,6745156,7300000,,,,8231069,8470918,,7099603,7183122,7110066,7538720,7667685,7242728,7435568,8260708,,,,,8503214,8609318,8726647,8721128,8762260,8654969,,,,35
United States,USA,"Graduates from tertiary education, both sexes (number)",SE.TER.GRAD,,1331200,,1507799,,1409383,1750726,1824093,1837903,,,1748212,1752995,1787798,1810732,1820643,,1830284,,1870773,1907625,1987650,2024668,,2384819,2441994,2454932,,,2069033,2150954,2174142,2238327,2355724,2473299,2557595,2639006,2704070,2782270,2881557,2997614,3164951,3308494,3784640,3813956,,,,,35
United States,USA,"Graduates from tertiary education, female (number)",SE.TER.GRAD.FE,,544423,,622529,,644253,776362,814674,838725,,,858088,870601,897516,911518,918449,,928911,,988092,1021116,1077368,1096905,,1303681,1342620,1354800,,,1165775,1225978,1241414,1282564,1353548,1427311,1482496,1539689,1581125,1626282,1684190,1754139,1849525,1931499,2216608,2228523,,,,,35
United States,USA,"Gross enrolment ratio, pre-primary, both sexes (%)",SE.PRE.ENRR,,37.70735931,37.58720016,,42.75218964,,51.77251053,50.69522858,48.47507858,48.37646866,48.73460007,52.54227066,52.6897316,54.43453979,56.30479813,56.95265961,60.79005051,61.61894989,61.30353165,60.18690872,60.85200119,65.17431641,,,,71.25286865,73.00627899,,59.70864105,59.92078018,59.42369843,63.22565842,65.00272369,62.32440186,64.89573669,72.06403351,,,,,69.91136169,70.89717102,71.56664276,71.27391052,71.48999023,70.83908081,,,,35
United States,USA,Percentage of graduates from tertiary education who are female (%),SE.TER.GRAD.FE.ZS,,40.89715958,,41.28726959,,45.71171188,44.34514999,44.66186905,45.63489151,,,49.08375168,49.66363144,50.2023201,50.33974838,50.44641113,,50.75228882,,52.81731033,53.52812958,54.2030983,54.17702866,,54.6658287,54.98048019,55.18685913,,,56.34394836,56.99694061,57.09902954,57.30012131,57.45782852,57.70878983,57.96445084,58.34352112,58.47203827,58.45161819,58.44721985,58.51784134,58.43770981,58.3800087,58.56853104,58.4307518,,,,,35
United States,USA,Pupil-teacher ratio in tertiary education (headcount basis),UIS.PTRHC.56,,14.80508041,15.01451015,15.41921997,15.48729992,16.15122986,16.69382095,16.02931023,,,,,,,17.75592995,17.48848915,17.64705086,17.83667946,16.09836006,,16.4296093,16.44210052,17.3861599,17.38471985,15.62617016,15.76288986,15.58117962,,,13.88306046,12.84539032,13.20184994,14.30850983,14.2308197,14.38545036,14.29553032,13.55171013,13.55169964,13.30630016,13.59372997,14.19435024,14.18686008,13.77915001,12.75794983,12.46113968,,,,,35
United States,USA,"Teachers in tertiary education programmes, both sexes (number)",SE.TER.TCHR,,574000,596000,603000,620000,633000,670000,687000,,,,,,,702000,700000,694000,701000,793000,,824000,833844,826000,833278,915474,905849,915321,,,991810,1027830,1029824,1113183,1167305,1174831,1208213,1290426,1310453,1371390,1405267,1439144,1481379.5,1523615,1565504,1580932,,,,,35
United States,USA,"Enrolment in Grade 2 of lower secondary general education, both sexes (number)",UIS.E.2.GPV.G2.T,,7055000,7206000,,3774000,3804000,3744000,3690000,3661000,2967000,3567000,3554000,3535000,3519000,3534000,3613000,3282000,3233000,,,3253000,3370000,,,3692385,3759818,3812424,,,,,,4022404,4128254,4240338,4247789,4206995,4184895,4113929,4102338,4014442,4019478,4027701,4044440.5,4091669,,,,,34
United States,USA,"Enrolment in Grade 3 of lower secondary general education, both sexes (number)",UIS.E.2.GPV.G3.T,,3130000,3200000,,3879000,3907000,3946000,3896000,3863000,3381000,3916000,3743000,3768000,3606000,3813000,3754000,3853000,3556000,,,3516000,3543000,,,3701484,4029393,4129869,,,,,,4409582,4524140,4592616,4672673,4658404,4674142,4619653,4544024,4464350,4350664,4301731,4317690,4315821,,,,,34
United States,USA,Percentage of enrolment in primary education in private institutions (%),SE.PRM.PRIV.ZS,,19.19499016,18.13064957,17.05298996,,,19.29450989,,,,,,,,11.46168995,10.6698904,11.73939037,11.24545002,,,11.98886967,10.44184017,,10.48550034,9.832019806,11.75026989,11.56221008,,11.57789993,11.57565022,11.57565022,11.57565022,10.33250999,10.80683041,10.28787041,10.26124954,9.845939636,9.996120453,9.682160378,9.760390282,8.894530296,8.721910477,8.403320313,8.252590179,8.073889732,8.292169571,,,,32
United States,USA,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,,,,,,,,,,,,9959000,10030000,9739000,9655000,9702000,9850000,9963000,,,10841000,10856000,,11115649,11287559,11577544,11667481,,12207671,12337903,12085114,12329668,12181565,12139802,11958295,11871914,11923213,11945630,12071989,12045745,11867275,11975106,11835402,11895966,11984021,12129383,,,,31
United States,USA,"Enrolment in secondary education, female (number)",SE.SEC.ENRL.FE,,,7399000,,,,,,10523000,,,10631000,10737000,10488000,10443000,10094000,10094000,10003000,,,9381000,9473000,,10000943,10228972,10373671,10471227,,11055724,,11070268,11320612,11240229,11622524,11895622,12008749,11925587,12094799,12007665,12038584,11856238,11830709,11798888,11775461,11907710,,,,,31
United States,USA,"Enrolment in secondary general, female (number)",SE.SEC.ENRL.GC.FE,,,7399000,,,,,,10523000,,,10631000,10737000,10488000,10443000,10094000,10094000,10003000,,,9381000,9473000,,10000943,10228972,10373671,10471227,,11055724,,11070268,11320612,11240229,11622524,11895622,12008749,11925587,12094799,12007665,12038584,11856238,11830709,11798888,11775461,11907710,,,,,31
United States,USA,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,,,,,,,,,,,,99.81719208,101.3608475,99.05254364,98.5892334,99.1707077,100.4967728,100.7313385,,,105.1641998,103.6762238,,101.9720764,101.9634399,103.3784866,103.3600388,,105.4878922,105.1878891,101.8203278,102.9907684,101.1814804,100.8417892,99.90271759,100.257431,102.1012726,102.7513733,103.6255417,102.6780777,100.1736221,100.1569595,98.76180267,98.9127121,99.22924042,100.0381775,,,,31
United States,USA,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,,,,,,,,,,,,1.022140026,1.01312995,0.99526,1.009089947,1.016299963,1.013319969,0.998189986,,,1.000040054,0.986240029,,0.981369972,0.990849972,0.99059999,0.989549994,,1.02947998,1.030859947,0.986710012,0.999859989,1.011450052,1.005180001,0.998030007,0.991419971,1.009699941,0.999339998,1.004619956,1.006559968,0.991710007,1.005110025,0.984329998,0.990019977,0.994050026,0.997870028,,,,31
United States,USA,"Gross enrolment ratio, primary, male (%)",SE.PRM.ENRR.MA,,,,,,,,,,,,97.65473938,100.0467682,99.52462006,97.70097351,97.57991028,99.17623138,100.9141464,,,105.160141,105.1221924,,103.9078064,102.9046173,104.358963,104.4516068,,102.4670334,102.0391922,103.1918716,103.0050735,100.035881,100.3222275,100.1003494,101.1252594,101.1202164,102.819191,103.1491013,102.0086136,101.0109024,99.64733124,100.33358,99.91026306,99.82280731,100.2515793,,,,31
United States,USA,"Gross enrolment ratio, secondary, female (%)",SE.SEC.ENRR.FE,,,60.67221832,,,,,,85.39289856,,,91.41667938,94.67476654,94.75380707,96.46224213,95.07730103,96.60813141,96.64305115,,,91.47174072,92.25662994,,95.98983765,96.81124878,96.4068222,95.2598114,,96.92163086,,93.88282776,94.77220917,93.05870056,95.39050293,96.89633942,97.06395721,95.63981628,96.82829285,96.10533905,96.43099213,95.16565704,95.25470734,95.58666992,96.37354279,98.47281647,,,,,31
United States,USA,"Gross enrolment ratio, secondary, gender parity index (GPI)",SE.ENR.SECO.FM.ZS,,,0.561869979,,,,,,1.006819963,,,1.04144001,1.040750027,1.038669944,1.031880021,1.023139954,1.032119989,1.028730035,,,1.009940028,1.029800057,,1.012850046,1.00680995,1.027870059,1.011019945,,1.043879986,,1.014960051,1.017160058,0.995239973,1.007910013,1.028720021,1.028589964,1.004809976,1.015370011,1.002629995,1.020849943,1.017770052,1.011950016,1.012500048,1.009050012,1.018300056,,,,,31
United States,USA,"Gross enrolment ratio, secondary, male (%)",SE.SEC.ENRR.MA,,,107.9834595,,,,,,84.81485748,,,87.77935028,90.96765137,91.22635651,93.48182678,92.92707825,93.60205841,93.94400787,,,90.5717392,89.58692169,,94.7723999,96.15627289,93.7932663,94.22133636,,92.84712982,,92.49925232,93.17327881,93.50390625,94.6420517,94.19104767,94.36617279,95.18186188,95.36284637,95.85276794,94.46173859,93.50453949,94.12976074,94.40695953,95.50904083,96.70288086,,,,,31
United States,USA,Labor force with advanced education (% of total),SL.TLF.ADVN.ZS,,,,,,,,,,,,,,,,94.5019989,95.09200287,95.59100342,94.86100006,95.18099976,95.20999908,94.18000031,81.90399933,81.73400116,81.71700287,81.44200134,81.00800323,80.93900299,80.64900208,80.34700012,79.82099915,79.36199951,79.01699829,78.65200043,78.41300201,78.3809967,78.37400055,78.36599731,78.33000183,77.99299622,77.28199768,76.98999786,76.49099731,76.00900269,75.51999664,75.01599884,,,,31
United States,USA,Labor force with basic education (% of total),SL.TLF.BASC.ZS,,,,,,,,,,,,,,,,64.34999847,64.12400055,64.01899719,64.52899933,65.08399963,63.7159996,60.95000076,44.21300125,43.32699966,43.07400131,43.34400177,44.19200134,45.52799988,46.02899933,46.11399841,47.15800095,47.61700058,47.67499924,47.78300095,47.89799881,47.89099884,48.69900131,48.74000168,48.33800125,48.14599991,47.74700165,47.60300064,46.95600128,46.26499939,45.9469986,46.39400101,,,,31
United States,USA,Labor force with intermediate education (% of total),SL.TLF.INTM.ZS,,,,,,,,,,,,,,,,67.52100372,67.9280014,67.65299988,67.53600311,67.72799683,62.90000153,61.77799988,68.82299805,68.48400116,68.68000031,68.46600342,68.42500305,68.37400055,68.05400085,67.76300049,67.58100128,67.08000183,66.58699799,65.92299652,65.41200256,65.46399689,65.28800201,64.73799896,64.5530014,63.6230011,62.78499985,61.7879982,61.25099945,60.6629982,60.13199997,59.66799927,,,,31
United States,USA,"Percentage of female students in secondary education enrolled in general programmes, female (%)",UIS.GTVP.23.GPV.F,,,100,,,,,,100,,,100,100,100,100,100,100,100,,,100,100,,100,100,100,100,,100,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,31
United States,USA,"Percentage of male students in secondary education enrolled in general programmes, male (%)",UIS.GTVP.23.GPV.M,,,100,,,,,,100,,,100,100,100,100,100,100,100,,,100,100,,100,100,100,100,,100,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,31
United States,USA,Percentage of students in primary education who are female (%),SE.PRM.ENRL.FE.ZS,,,,,,,,,,,,48.77080917,48.6680603,48.29415894,48.66431046,48.82984161,48.72859955,48.37582016,,,48.66017151,48.40161896,,48.37889099,48.62754059,48.59682846,48.5215683,,49.44092178,49.47444916,48.39237976,48.73849106,49.00957108,48.85523987,48.69113159,48.54674911,49.02832031,48.77352142,48.92084885,48.99346161,48.65032959,49.01470184,48.5417099,48.71871185,48.83787918,48.93701935,,,,31
United States,USA,Percentage of students in secondary education who are female (%),SE.SEC.ENRL.FE.ZS,,,34.965271,,,,,,49.18669128,,,49.25180054,49.18685913,49.08044052,48.87215042,48.65282059,48.92163086,48.95032883,,,48.66674042,49.15930939,,48.74668884,48.5810585,49.11164093,48.76305008,,49.71250916,,48.99744034,49.03448105,48.45697021,48.72264862,49.18434906,49.15185928,48.57213974,48.90536118,48.62802887,49.08786011,49.00733185,48.85834885,48.91249847,48.87004089,49.14493942,,,,,31
United States,USA,Percentage of students in secondary general education who are female (%),SE.SEC.ENRL.GC.FE.ZS,,,34.965271,,,,,,49.18669128,,,49.25180054,49.18685913,49.08044052,48.87215042,48.65282059,48.92163086,48.95032883,,,48.66674042,49.15930939,,48.74668884,48.5810585,49.11164093,48.76305008,,49.71250916,,48.99744034,49.03448105,48.45697021,48.72264862,49.18434906,49.15185928,48.57213974,48.90536118,48.62802887,49.08786011,49.00733185,48.85834885,48.91249847,48.87004089,49.14493942,,,,,31
United States,USA,"School life expectancy, secondary, female (years)",UIS.SLE.23.F,,,3.640330076,,,,,,5.123569965,,,5.485000134,5.680490017,5.685229778,5.787730217,5.704639912,5.775519848,5.772920132,,,5.474259853,5.522260189,,5.753270149,5.809780121,5.783130169,5.720510006,,5.815299988,,5.641560078,5.693689823,5.590060234,5.725959778,5.814589977,5.825180054,5.739830017,5.810480118,5.76432991,5.78083992,5.704870224,5.707149982,5.723400116,5.766970158,5.893390179,,,,,31
United States,USA,"School life expectancy, secondary, gender parity index (GPI)",UIS.SLE.23.GPI,,,0.561869979,,,,,,1.006819963,,,1.04144001,1.040750027,1.038669944,1.031880021,1.023139954,1.033849955,1.031080008,,,1.011309981,1.030230045,,1.012120008,1.006109953,1.026640058,1.010259986,,1.043879986,,1.014649987,1.017130017,0.994759977,1.007869959,1.028660059,1.028599977,1.005030036,1.015959978,1.003219962,1.021489978,1.019000053,1.012689948,1.014539957,1.010450006,1.019950032,,,,,31
United States,USA,"School life expectancy, secondary, male (years)",UIS.SLE.23.M,,,6.479010105,,,,,,5.088890076,,,5.266759872,5.458059788,5.473579884,5.608910084,5.575620174,5.586400032,5.598909855,,,5.413050175,5.360189915,,5.684400082,5.774469852,5.633039951,5.662399769,,5.570829868,,5.560100079,5.597799778,5.619510174,5.681250095,5.652579784,5.663239956,5.711120129,5.719210148,5.745850086,5.659200191,5.598499775,5.635640144,5.64139986,5.707349777,5.778140068,,,,,31
United States,USA,"Enrolment in primary education, private institutions, both sexes (number)",UIS.E.1.PR,,4230000,3930000,3730000,,,3900000,,,,,,,,2274000,2120000,2373000,2316000,,,2671000,2342000,,2409173,2282236,2799345,2780244,,,2886728,2890808,2928362,2568195,2685337,2526649,2509348,2394437,2448254,2389226,2399731,2169644,2130908,2048890,2015088.875,1981201,,,,,30
United States,USA,"School life expectancy, primary, female (years)",UIS.SLE.1.F,,,,,,,,,,,,5.989029884,6.08164978,5.943150043,5.91534996,5.950240135,6.023600101,6.041069984,,,6.314189911,6.229400158,,6.129869938,6.126430035,6.207509995,6.202489853,,6.329269886,6.312290192,6.10943985,6.17896986,6.068610191,6.045529842,5.985340118,6.00466013,6.110690117,6.150010109,6.203179836,6.150350094,6.004179955,6.006430149,5.926070213,5.93614006,5.955460072,,,,,30
United States,USA,"School life expectancy, primary, gender parity index (GPI)",UIS.SLE.1.GPI,,,,,,,,,,,,1.022140026,1.01312995,0.99526,1.009089947,1.016299963,1.013630033,0.998329997,,,0.999909997,0.986280024,,0.981549978,0.990920007,0.990490019,0.989380002,,1.02947998,1.030990005,0.986810029,1.000149965,1.011700034,1.005390048,0.99883002,0.993189991,1.011080027,1.000650048,1.005139947,1.007539988,0.992349982,1.005620003,0.984879971,0.990429997,0.994310021,,,,,30
United States,USA,"School life expectancy, primary, male (years)",UIS.SLE.1.M,,,,,,,,,,,,5.859280109,6.002810001,5.971479893,5.86206007,5.854790211,5.942629814,6.051149845,,,6.314740181,6.316080093,,6.245079994,6.182549953,6.267089844,6.269100189,,6.148019791,6.122570038,6.191110134,6.178070068,5.998439789,6.013150215,5.992350101,6.0458498,6.043739796,6.146039963,6.171460152,6.104340076,6.050489902,5.972879887,6.017059803,5.993509769,5.9895401,,,,,30
United States,USA,"Enrolment in Grade 1 of primary education, female (number)",UIS.E.1.G1.F,,,,,,,,,,,,1598000,1588000,1630000,1702000,1722000,1749000,1786000,,,1965000,1935000,,1865591,1958109,2050704,2009567,,,2052497,2017828,2042408,2035225,1996300,1986983,1994294,1988573,2105082,2175149,2068396,1994785,2048997,1943853,1995424,2069048,,,,,29
